Epoch,Time,Loss,ACC
[84][9/88],11.094,0.284,0.860
[84][10/88],10.474,0.219,0.940
[84][11/88],11.498,0.153,0.940
[84][12/88],9.752,0.431,0.880
[84][13/88],10.760,0.183,0.920
[84][14/88],11.393,0.223,0.900
[84][15/88],10.201,0.163,0.960
[84][16/88],12.349,0.181,0.920
[84][17/88],10.393,0.303,0.900
[84][18/88],10.771,0.107,0.980
[84][19/88],10.379,0.256,0.900
[84][20/88],10.669,0.323,0.860
[84][21/88],10.600,0.232,0.920
[84][22/88],9.990,0.222,0.920
[84][23/88],10.330,0.133,0.980
[84][24/88],11.265,0.105,0.960
[84][25/88],10.245,0.188,0.960
[84][26/88],11.316,0.371,0.820
[84][27/88],11.757,0.129,0.940
[84][28/88],10.508,0.525,0.860
[84][29/88],10.833,0.134,0.940
[84][30/88],11.886,0.275,0.880
[84][31/88],10.299,0.243,0.900
[84][32/88],11.361,0.196,0.900
[84][33/88],11.447,0.291,0.920
[84][34/88],11.214,0.243,0.880
[84][35/88],11.384,0.283,0.920
[84][36/88],12.262,0.184,0.940
[84][37/88],10.640,0.175,0.940
[84][38/88],10.976,0.242,0.940
[84][39/88],12.531,0.373,0.880
[84][40/88],11.350,0.301,0.920
[84][41/88],11.181,0.159,0.940
[84][42/88],11.567,0.077,1.000
[84][43/88],10.963,0.183,0.920
[84][44/88],11.615,0.371,0.860
[84][45/88],11.852,0.217,0.940
[84][46/88],11.455,0.212,0.940
[84][47/88],11.847,0.209,0.920
[84][48/88],11.140,0.290,0.900
[84][49/88],10.993,0.300,0.880
[84][50/88],12.246,0.248,0.940
[84][51/88],11.522,0.258,0.920
[84][52/88],12.026,0.229,0.920
[84][53/88],11.392,0.245,0.940
[84][54/88],12.177,0.222,0.900
[84][55/88],12.335,0.127,0.960
[84][56/88],11.941,0.285,0.860
[84][57/88],10.690,0.374,0.840
[84][58/88],12.617,0.161,0.960
[84][59/88],11.122,0.153,0.960
[84][60/88],12.463,0.216,0.920
[84][61/88],10.982,0.151,0.940
[84][62/88],11.523,0.200,0.940
[84][63/88],12.034,0.105,0.980
[84][64/88],10.980,0.185,0.960
[84][65/88],11.153,0.280,0.880
[84][66/88],10.126,0.508,0.840
[84][67/88],11.516,0.273,0.900
[84][68/88],11.578,0.150,0.980
[84][69/88],12.697,0.199,0.920
[84][70/88],12.296,0.316,0.920
[84][71/88],11.937,0.231,0.920
[84][72/88],11.418,0.280,0.900
[84][73/88],12.491,0.153,0.960
[84][74/88],10.928,0.268,0.900
[84][75/88],10.965,0.265,0.920
[84][76/88],10.507,0.280,0.860
[84][77/88],11.110,0.193,0.920
[84][78/88],11.923,0.165,0.940
[84][79/88],12.617,0.359,0.880
[84][80/88],11.763,0.300,0.860
[84][81/88],12.256,0.222,0.900
[84][82/88],12.687,0.319,0.880
[84][83/88],11.797,0.204,0.940
[84][84/88],11.512,0.215,0.920
[84][85/88],11.467,0.339,0.880
[84][86/88],12.376,0.197,0.940
[84][87/88],12.870,0.184,0.920
[84][88/88],1.151,0.342,0.750
[85][1/88],9.990,0.347,0.880
[85][2/88],10.402,0.141,0.960
[85][3/88],10.196,0.287,0.900
[85][4/88],10.968,0.272,0.900
[85][5/88],9.988,0.239,0.920
[85][6/88],11.001,0.172,0.920
[85][7/88],10.208,0.285,0.920
[85][8/88],10.639,0.179,0.940
[85][9/88],11.169,0.255,0.920
[85][10/88],10.756,0.232,0.900
[85][11/88],10.805,0.227,0.940
[85][12/88],10.685,0.135,0.960
[85][13/88],10.149,0.123,0.960
[85][14/88],11.030,0.266,0.940
[85][15/88],11.309,0.247,0.900
[85][16/88],10.832,0.237,0.920
[85][17/88],11.036,0.340,0.860
[85][18/88],9.658,0.157,0.960
[85][19/88],11.114,0.071,0.980
[85][20/88],10.009,0.268,0.900
[85][21/88],11.152,0.208,0.940
[85][22/88],9.811,0.231,0.920
[85][23/88],10.953,0.311,0.920
[85][24/88],10.844,0.246,0.900
[85][25/88],10.483,0.114,0.960
[85][26/88],11.214,0.439,0.820
[85][27/88],11.263,0.330,0.900
[85][28/88],10.404,0.137,0.940
[85][29/88],9.630,0.354,0.840
[85][30/88],10.355,0.283,0.920
[85][31/88],10.643,0.182,0.960
[85][32/88],11.013,0.159,0.960
[85][33/88],11.146,0.220,0.940
[85][34/88],11.504,0.482,0.760
[85][35/88],11.425,0.168,0.960
[85][36/88],10.725,0.207,0.920
[85][37/88],10.775,0.103,0.980
[85][38/88],10.726,0.304,0.920
[85][39/88],10.800,0.320,0.860
[85][40/88],12.091,0.139,0.960
[85][41/88],12.091,0.188,0.940
[85][42/88],12.027,0.283,0.880
[85][43/88],10.855,0.306,0.900
[85][44/88],12.288,0.340,0.880
[85][45/88],12.374,0.300,0.900
[85][46/88],11.236,0.275,0.900
[85][47/88],11.727,0.145,0.960
[85][48/88],11.932,0.228,0.920
[85][49/88],10.794,0.192,0.940
[85][50/88],12.478,0.231,0.900
[85][51/88],10.975,0.140,0.940
[85][52/88],12.046,0.172,0.940
[85][53/88],11.647,0.164,0.920
[85][54/88],12.800,0.224,0.920
[85][55/88],10.669,0.195,0.940
[85][56/88],10.063,0.248,0.920
[85][57/88],12.650,0.190,0.960
[85][58/88],10.168,0.194,0.920
[85][59/88],11.174,0.192,0.940
[85][60/88],11.097,0.291,0.860
[85][61/88],12.306,0.154,0.960
[85][62/88],12.702,0.143,0.980
[85][63/88],11.892,0.156,0.960
[85][64/88],12.095,0.202,0.920
[85][65/88],11.325,0.196,0.880
[85][66/88],11.664,0.366,0.920
[85][67/88],11.770,0.248,0.900
[85][68/88],11.700,0.153,0.940
[85][69/88],13.338,0.251,0.880
[85][70/88],11.493,0.448,0.800
[85][71/88],11.007,0.264,0.920
[85][72/88],12.464,0.260,0.940
[85][73/88],12.048,0.464,0.820
[85][74/88],11.918,0.326,0.860
[85][75/88],11.616,0.201,0.920
[85][76/88],12.404,0.380,0.900
[85][77/88],11.226,0.389,0.920
[85][78/88],11.213,0.187,0.920
[85][79/88],12.080,0.202,0.920
[85][80/88],12.656,0.198,0.900
[85][81/88],11.539,0.192,0.900
[85][82/88],12.510,0.146,0.940
[85][83/88],11.613,0.127,0.960
[85][84/88],12.005,0.147,1.000
[85][85/88],12.762,0.170,0.940
[85][86/88],12.228,0.157,0.960
[85][87/88],12.522,0.218,0.940
[85][88/88],1.442,0.049,1.000
[86][1/88],9.210,0.190,0.940
[86][2/88],10.145,0.239,0.920
[86][3/88],11.232,0.241,0.880
[86][4/88],10.204,0.309,0.860
[86][5/88],10.023,0.170,0.920
[86][6/88],9.507,0.206,0.880
[86][7/88],11.331,0.158,0.940
[86][8/88],8.532,0.158,0.940
[86][9/88],10.787,0.419,0.900
[86][10/88],11.525,0.107,0.980
[86][11/88],11.236,0.265,0.900
[86][12/88],11.332,0.119,0.980
[86][13/88],10.996,0.292,0.900
[86][14/88],11.722,0.236,0.880
[86][15/88],11.446,0.195,0.920
[86][16/88],10.573,0.171,0.920
[86][17/88],11.671,0.155,0.980
[86][18/88],10.236,0.120,0.960
[86][19/88],10.608,0.182,0.940
[86][20/88],11.852,0.323,0.900
[86][21/88],11.332,0.238,0.880
[86][22/88],11.594,0.125,0.980
[86][23/88],11.487,0.313,0.940
[86][24/88],11.150,0.323,0.880
[86][25/88],11.316,0.184,0.920
[86][26/88],11.264,0.174,0.940
[86][27/88],11.190,0.270,0.860
[86][28/88],10.547,0.217,0.940
[86][29/88],11.132,0.267,0.900
[86][30/88],13.008,0.232,0.920
[86][31/88],12.877,0.162,0.940
[86][32/88],11.471,0.307,0.920
[86][33/88],11.902,0.182,0.960
[86][34/88],9.712,0.319,0.880
[86][35/88],10.712,0.138,0.960
[86][36/88],11.022,0.093,0.960
[86][37/88],11.656,0.319,0.920
[86][38/88],12.825,0.107,0.960
[86][39/88],10.641,0.321,0.880
[86][40/88],11.561,0.194,0.940
[86][41/88],11.995,0.162,0.960
[86][42/88],11.597,0.231,0.920
[86][43/88],10.999,0.150,0.960
[86][44/88],10.849,0.213,0.920
[86][45/88],10.516,0.228,0.940
[86][46/88],11.346,0.274,0.940
[86][47/88],11.516,0.299,0.900
[86][48/88],11.265,0.103,0.980
[86][49/88],11.628,0.110,0.960
[86][50/88],11.185,0.329,0.900
[86][51/88],11.995,0.170,0.940
[86][52/88],11.771,0.160,0.960
[86][53/88],11.736,0.192,0.940
[86][54/88],10.518,0.362,0.900
[86][55/88],12.064,0.127,0.960
[86][56/88],11.474,0.286,0.880
[86][57/88],11.363,0.352,0.860
[86][58/88],11.848,0.332,0.880
[86][59/88],12.055,0.325,0.880
[86][60/88],11.729,0.120,0.980
[86][61/88],12.560,0.156,0.960
[86][62/88],11.257,0.262,0.920
[86][63/88],11.936,0.291,0.880
[86][64/88],11.548,0.234,0.900
[86][65/88],12.303,0.239,0.940
[86][66/88],11.085,0.352,0.860
[86][67/88],12.194,0.144,0.940
[86][68/88],11.998,0.273,0.900
[86][69/88],10.807,0.245,0.920
[86][70/88],11.447,0.444,0.820
[86][71/88],11.481,0.225,0.900
[86][72/88],11.978,0.150,0.960
[86][73/88],10.557,0.260,0.920
[86][74/88],12.122,0.355,0.860
[86][75/88],12.213,0.305,0.860
[86][76/88],12.371,0.201,0.900
[86][77/88],10.522,0.349,0.880
[86][78/88],12.527,0.108,0.980
[86][79/88],11.690,0.169,0.940
[86][80/88],11.138,0.223,0.880
[86][81/88],12.302,0.397,0.880
[86][82/88],10.927,0.324,0.880
[86][83/88],12.626,0.200,0.900
[86][84/88],12.458,0.207,0.940
[86][85/88],11.986,0.280,0.900
[86][86/88],11.805,0.286,0.900
[86][87/88],11.342,0.314,0.940
[86][88/88],0.934,0.036,1.000
[87][1/88],9.818,0.096,0.980
[87][2/88],10.364,0.360,0.860
[87][3/88],9.997,0.195,0.940
[87][4/88],9.789,0.153,0.940
[87][5/88],11.045,0.109,0.960
[87][6/88],10.399,0.153,0.940
[87][7/88],10.108,0.144,0.940
[87][8/88],11.737,0.064,1.000
[87][9/88],10.832,0.178,0.940
[87][10/88],11.541,0.099,0.980
[87][11/88],11.293,0.282,0.920
[87][12/88],11.324,0.289,0.920
[87][13/88],10.783,0.379,0.840
[87][14/88],10.302,0.251,0.920
[87][15/88],10.541,0.211,0.940
[87][16/88],10.108,0.256,0.940
[87][17/88],10.096,0.149,0.940
[87][18/88],10.442,0.332,0.840
[87][19/88],11.567,0.266,0.940
[87][20/88],12.459,0.308,0.880
[87][21/88],11.272,0.180,0.960
[87][22/88],10.424,0.198,0.920
[87][23/88],11.246,0.115,0.960
[87][24/88],9.973,0.233,0.900
[87][25/88],11.794,0.154,0.940
[87][26/88],10.611,0.170,0.920
[87][27/88],10.673,0.218,0.920
[87][28/88],11.347,0.114,0.980
[87][29/88],12.106,0.228,0.920
[87][30/88],11.328,0.197,0.940
[87][31/88],11.814,0.283,0.920
[87][32/88],11.551,0.222,0.940
[87][33/88],11.485,0.275,0.860
[87][34/88],11.061,0.224,0.920
[87][35/88],11.126,0.350,0.900
[87][36/88],12.608,0.460,0.840
[87][37/88],11.949,0.225,0.900
[87][38/88],11.658,0.171,0.940
[87][39/88],11.341,0.154,0.940
[87][40/88],12.001,0.178,0.920
[87][41/88],10.982,0.182,0.940
[87][42/88],11.582,0.241,0.900
[87][43/88],10.676,0.308,0.880
[87][44/88],10.396,0.375,0.880
[87][45/88],12.432,0.232,0.920
[87][46/88],11.379,0.097,0.980
[87][47/88],10.230,0.240,0.920
[87][48/88],11.271,0.242,0.920
[87][49/88],11.320,0.267,0.920
[87][50/88],10.558,0.218,0.940
[87][51/88],11.679,0.132,0.960
[87][52/88],11.923,0.210,0.900
[87][53/88],11.368,0.152,0.940
[87][54/88],10.900,0.240,0.940
[87][55/88],11.304,0.290,0.880
[87][56/88],11.010,0.391,0.920
[87][57/88],11.356,0.174,0.920
[87][58/88],11.333,0.163,0.980
[87][59/88],11.038,0.373,0.860
[87][60/88],12.178,0.289,0.880
[87][61/88],10.712,0.296,0.900
[87][62/88],11.129,0.322,0.940
[87][63/88],12.379,0.280,0.940
[87][64/88],10.198,0.103,0.960
[87][65/88],10.909,0.392,0.840
[87][66/88],11.966,0.195,0.920
[87][67/88],12.246,0.242,0.960
[87][68/88],11.584,0.199,0.920
[87][69/88],11.949,0.195,0.900
[87][70/88],12.597,0.324,0.920
[87][71/88],10.876,0.213,0.900
[87][72/88],11.096,0.280,0.900
[87][73/88],11.654,0.317,0.880
[87][74/88],11.871,0.385,0.860
[87][75/88],11.094,0.161,0.960
[87][76/88],12.588,0.109,0.980
[87][77/88],11.563,0.420,0.800
[87][78/88],11.488,0.185,0.940
[87][79/88],11.225,0.099,0.980
[87][80/88],11.655,0.243,0.920
[87][81/88],11.960,0.344,0.860
[87][82/88],12.144,0.238,0.900
[87][83/88],11.828,0.389,0.860
[87][84/88],12.044,0.315,0.880
[87][85/88],11.103,0.221,0.860
[87][86/88],11.946,0.240,0.900
[87][87/88],11.067,0.119,0.980
[87][88/88],1.009,0.025,1.000
[88][1/88],10.880,0.183,0.960
[88][2/88],10.802,0.243,0.900
[88][3/88],10.302,0.175,0.960
[88][4/88],10.297,0.219,0.940
[88][5/88],11.394,0.112,0.940
[88][6/88],11.110,0.249,0.900
[88][7/88],9.833,0.314,0.920
[88][8/88],11.120,0.231,0.920
[88][9/88],10.776,0.159,0.960
[88][10/88],10.511,0.308,0.880
[88][11/88],9.703,0.155,0.920
[88][12/88],10.671,0.202,0.940
[88][13/88],10.900,0.321,0.860
[88][14/88],10.570,0.315,0.900
[88][15/88],10.523,0.262,0.880
[88][16/88],10.365,0.238,0.920
[88][17/88],11.233,0.142,0.960
[88][18/88],11.633,0.240,0.880
[88][19/88],10.067,0.240,0.960
[88][20/88],10.331,0.162,0.920
[88][21/88],10.442,0.319,0.860
[88][22/88],10.781,0.224,0.940
[88][23/88],10.177,0.140,0.980
[88][24/88],11.165,0.122,0.980
[88][25/88],11.643,0.165,0.920
[88][26/88],11.040,0.263,0.920
[88][27/88],10.687,0.171,0.920
[88][28/88],11.446,0.154,0.940
[88][29/88],11.697,0.226,0.940
[88][30/88],10.164,0.191,0.920
[88][31/88],10.075,0.307,0.900
[88][32/88],11.859,0.253,0.920
[88][33/88],11.034,0.435,0.860
[88][34/88],12.185,0.350,0.900
[88][35/88],12.867,0.336,0.920
[88][36/88],10.462,0.178,0.960
[88][37/88],10.699,0.179,0.900
[88][38/88],12.103,0.263,0.940
[88][39/88],11.612,0.225,0.940
[88][40/88],11.774,0.332,0.920
[88][41/88],11.764,0.336,0.940
[88][42/88],11.617,0.210,0.880
[88][43/88],10.995,0.163,0.920
[88][44/88],11.618,0.281,0.920
[88][45/88],11.932,0.213,0.940
[88][46/88],11.295,0.224,0.880
[88][47/88],10.884,0.231,0.900
[88][48/88],10.987,0.300,0.900
[88][49/88],12.234,0.189,0.940
[88][50/88],11.829,0.186,0.920
[88][51/88],9.850,0.506,0.840
[88][52/88],12.080,0.217,0.940
[88][53/88],11.988,0.200,0.920
[88][54/88],11.955,0.150,0.940
[88][55/88],10.965,0.232,0.880
[88][56/88],10.655,0.198,0.920
[88][57/88],12.002,0.146,0.960
[88][58/88],12.103,0.342,0.840
[88][59/88],10.956,0.170,0.940
[88][60/88],9.929,0.260,0.880
[88][61/88],11.549,0.220,0.880
[88][62/88],11.360,0.285,0.920
[88][63/88],10.546,0.211,0.960
[88][64/88],10.806,0.203,0.900
[88][65/88],10.354,0.288,0.860
[88][66/88],12.581,0.219,0.920
[88][67/88],11.559,0.395,0.860
[88][68/88],11.703,0.227,0.940
[88][69/88],11.678,0.297,0.880
[88][70/88],10.761,0.187,0.940
[88][71/88],11.965,0.257,0.960
[88][72/88],11.163,0.344,0.860
[88][73/88],10.670,0.231,0.940
[88][74/88],11.893,0.185,0.920
[88][75/88],11.445,0.275,0.880
[88][76/88],11.472,0.242,0.900
[88][77/88],12.675,0.116,0.980
[88][78/88],12.687,0.213,0.960
[88][79/88],12.839,0.148,0.940
[88][80/88],12.250,0.168,0.940
[88][81/88],11.911,0.326,0.860
[88][82/88],11.446,0.072,0.980
[88][83/88],11.884,0.214,0.920
[88][84/88],12.199,0.359,0.880
[88][85/88],12.892,0.130,0.980
[88][86/88],10.736,0.192,0.960
[88][87/88],11.234,0.202,0.920
[88][88/88],0.929,0.009,1.000
[89][1/88],9.708,0.335,0.900
[89][2/88],9.762,0.304,0.900
[89][3/88],11.195,0.318,0.880
[89][4/88],9.494,0.056,1.000
[89][5/88],10.314,0.157,0.940
[89][6/88],10.006,0.179,0.920
[89][7/88],11.603,0.212,0.880
[89][8/88],10.007,0.330,0.900
[89][9/88],10.656,0.276,0.880
[89][10/88],11.251,0.191,0.940
[89][11/88],10.643,0.267,0.920
[89][12/88],10.276,0.341,0.900
[89][13/88],11.105,0.221,0.940
[89][14/88],11.135,0.113,0.980
[89][15/88],10.473,0.127,0.940
[89][16/88],10.489,0.290,0.860
[89][17/88],9.539,0.327,0.860
[89][18/88],10.110,0.203,0.920
[89][19/88],8.939,0.297,0.900
[89][20/88],12.021,0.223,0.920
[89][21/88],10.288,0.190,0.940
[89][22/88],11.410,0.174,0.920
[89][23/88],10.860,0.232,0.880
[89][24/88],9.861,0.342,0.900
[89][25/88],11.467,0.144,0.980
[89][26/88],11.109,0.124,0.980
[89][27/88],11.482,0.253,0.920
[89][28/88],10.031,0.289,0.900
[89][29/88],10.751,0.264,0.880
[89][30/88],11.543,0.220,0.900
[89][31/88],11.765,0.124,1.000
[89][32/88],10.812,0.170,0.960
[89][33/88],10.800,0.222,0.900
[89][34/88],12.044,0.170,0.940
[89][35/88],11.630,0.136,0.940
[89][36/88],11.676,0.262,0.880
[89][37/88],11.375,0.307,0.880
[89][38/88],11.269,0.348,0.880
[89][39/88],10.303,0.255,0.900
[89][40/88],11.984,0.487,0.820
[89][41/88],10.834,0.281,0.900
[89][42/88],11.713,0.248,0.940
[89][43/88],11.363,0.259,0.920
[89][44/88],11.564,0.172,0.920
[89][45/88],11.142,0.240,0.900
[89][46/88],10.335,0.526,0.820
[89][47/88],10.780,0.175,0.920
[89][48/88],10.636,0.235,0.900
[89][49/88],11.652,0.133,0.960
[89][50/88],11.001,0.170,0.960
[89][51/88],11.446,0.240,0.920
[89][52/88],11.612,0.081,0.980
[89][53/88],10.920,0.178,0.940
[89][54/88],11.364,0.126,0.980
[89][55/88],11.944,0.318,0.900
[89][56/88],11.426,0.228,0.860
[89][57/88],11.080,0.193,0.940
[89][58/88],11.561,0.174,0.980
[89][59/88],11.313,0.211,0.920
[89][60/88],11.711,0.366,0.920
[89][61/88],12.498,0.202,0.920
[89][62/88],10.761,0.394,0.820
[89][63/88],11.969,0.197,0.940
[89][64/88],11.097,0.150,0.940
[89][65/88],10.741,0.238,0.900
[89][66/88],12.430,0.224,0.920
[89][67/88],11.471,0.204,0.940
[89][68/88],11.535,0.121,0.980
[89][69/88],11.602,0.303,0.940
[89][70/88],11.507,0.259,0.880
[89][71/88],12.951,0.249,0.940
[89][72/88],11.399,0.209,0.940
[89][73/88],12.267,0.193,0.920
[89][74/88],12.385,0.144,0.960
[89][75/88],12.235,0.192,0.920
[89][76/88],11.127,0.354,0.920
[89][77/88],10.223,0.425,0.820
[89][78/88],12.061,0.349,0.860
[89][79/88],11.287,0.136,0.960
[89][80/88],12.180,0.315,0.900
[89][81/88],12.623,0.155,0.980
[89][82/88],12.058,0.157,0.980
[89][83/88],11.926,0.283,0.900
[89][84/88],12.345,0.207,0.940
[89][85/88],12.423,0.157,0.920
[89][86/88],11.857,0.159,0.940
[89][87/88],11.752,0.244,0.900
[89][88/88],1.263,0.155,1.000
[90][1/88],11.051,0.217,0.920
[90][2/88],9.601,0.341,0.860
[90][3/88],10.810,0.244,0.940
[90][4/88],10.251,0.195,0.960
[90][5/88],10.833,0.153,0.920
[90][6/88],10.338,0.313,0.880
[90][7/88],9.281,0.171,0.980
[90][8/88],10.005,0.180,0.940
[90][9/88],11.078,0.202,0.960
[90][10/88],11.027,0.152,0.940
[90][11/88],9.520,0.364,0.840
[90][12/88],10.834,0.200,0.940
[90][13/88],10.693,0.317,0.900
[90][14/88],10.638,0.209,0.900
[90][15/88],11.077,0.226,0.880
[90][16/88],10.653,0.133,0.980
[90][17/88],11.120,0.180,0.960
[90][18/88],11.801,0.143,0.980
[90][19/88],12.193,0.233,0.880
[90][20/88],11.202,0.253,0.940
[90][21/88],11.110,0.171,0.940
[90][22/88],11.061,0.157,0.920
[90][23/88],10.717,0.200,0.940
[90][24/88],10.460,0.256,0.900
[90][25/88],12.675,0.253,0.940
[90][26/88],10.061,0.132,0.960
[90][27/88],11.552,0.351,0.900
[90][28/88],11.879,0.155,0.920
[90][29/88],12.159,0.173,0.940
[90][30/88],10.971,0.224,0.920
[90][31/88],11.352,0.280,0.880
[90][32/88],10.785,0.194,0.960
[90][33/88],12.379,0.272,0.920
[90][34/88],11.611,0.277,0.900
[90][35/88],10.611,0.212,0.920
[90][36/88],11.625,0.255,0.940
[90][37/88],11.988,0.288,0.880
[90][38/88],11.735,0.301,0.900
[90][39/88],11.970,0.181,0.960
[90][40/88],10.182,0.134,0.940
[90][41/88],11.826,0.287,0.880
[90][42/88],10.670,0.246,0.940
[90][43/88],10.911,0.386,0.920
[90][44/88],11.119,0.218,0.880
[90][45/88],11.763,0.219,0.920
[90][46/88],12.120,0.239,0.900
[90][47/88],11.984,0.207,0.920
[90][48/88],11.294,0.270,0.920
[90][49/88],12.571,0.206,0.940
[90][50/88],10.785,0.255,0.920
[90][51/88],11.743,0.159,0.920
[90][52/88],11.616,0.252,0.900
[90][53/88],11.775,0.239,0.920
[90][54/88],11.380,0.268,0.900
[90][55/88],11.541,0.317,0.900
[90][56/88],10.716,0.351,0.900
[90][57/88],11.810,0.253,0.880
[90][58/88],12.152,0.208,0.900
[90][59/88],12.998,0.265,0.880
[90][60/88],10.976,0.296,0.880
[90][61/88],10.649,0.365,0.900
[90][62/88],11.319,0.121,0.980
[90][63/88],10.838,0.477,0.840
[90][64/88],12.085,0.250,0.920
[90][65/88],12.076,0.179,0.940
[90][66/88],11.142,0.380,0.880
[90][67/88],11.978,0.253,0.900
[90][68/88],11.361,0.231,0.900
[90][69/88],11.634,0.162,0.940
[90][70/88],11.643,0.174,0.960
[90][71/88],12.496,0.372,0.880
[90][72/88],11.753,0.124,0.980
[90][73/88],11.309,0.106,0.980
[90][74/88],11.453,0.145,0.960
[90][75/88],11.813,0.184,0.900
[90][76/88],12.427,0.230,0.920
[90][77/88],12.444,0.178,0.980
[90][78/88],12.850,0.138,0.960
[90][79/88],11.058,0.190,0.920
[90][80/88],11.491,0.246,0.900
[90][81/88],11.873,0.158,0.920
[90][82/88],12.084,0.306,0.860
[90][83/88],11.515,0.182,0.940
[90][84/88],12.022,0.240,0.900
[90][85/88],11.259,0.331,0.860
[90][86/88],10.245,0.236,0.920
[90][87/88],11.690,0.249,0.920
[90][88/88],0.960,0.285,0.750
[91][1/88],9.617,0.276,0.860
[91][2/88],9.966,0.278,0.880
[91][3/88],8.777,0.201,0.900
[91][4/88],9.834,0.393,0.880
[91][5/88],11.407,0.218,0.920
[91][6/88],9.607,0.175,0.960
[91][7/88],9.483,0.254,0.960
[91][8/88],9.403,0.276,0.880
[91][9/88],10.697,0.132,0.960
[91][10/88],10.558,0.182,0.940
[91][11/88],11.267,0.210,0.960
[91][12/88],11.351,0.221,0.920
[91][13/88],9.801,0.223,0.940
[91][14/88],11.352,0.194,0.940
[91][15/88],10.955,0.176,0.920
[91][16/88],9.544,0.468,0.840
[91][17/88],10.695,0.152,0.940
[91][18/88],10.498,0.152,0.940
[91][19/88],11.086,0.214,0.940
[91][20/88],11.835,0.279,0.880
[91][21/88],10.611,0.392,0.840
[91][22/88],10.625,0.221,0.920
[91][23/88],10.571,0.076,1.000
[91][24/88],11.453,0.270,0.860
[91][25/88],11.171,0.189,0.940
[91][26/88],11.190,0.297,0.920
[91][27/88],11.671,0.160,0.940
[91][28/88],11.084,0.249,0.880
[91][29/88],10.307,0.256,0.920
[91][30/88],10.211,0.314,0.880
[91][31/88],12.529,0.221,0.880
[91][32/88],11.508,0.190,0.940
[91][33/88],12.127,0.403,0.840
[91][34/88],10.935,0.201,0.960
[91][35/88],11.168,0.350,0.860
[91][36/88],12.358,0.240,0.900
[91][37/88],10.985,0.257,0.940
[91][38/88],11.352,0.359,0.900
[91][39/88],11.168,0.183,0.940
[91][40/88],11.453,0.180,0.940
[91][41/88],10.690,0.256,0.900
[91][42/88],10.672,0.232,0.960
[91][43/88],9.974,0.222,0.900
[91][44/88],10.947,0.360,0.920
[91][45/88],10.688,0.123,0.980
[91][46/88],12.389,0.200,0.900
[91][47/88],11.215,0.194,0.920
[91][48/88],11.113,0.151,0.960
[91][49/88],11.059,0.228,0.940
[91][50/88],11.618,0.228,0.900
[91][51/88],13.009,0.099,0.960
[91][52/88],11.588,0.269,0.920
[91][53/88],11.335,0.377,0.920
[91][54/88],10.885,0.237,0.920
[91][55/88],11.557,0.529,0.840
[91][56/88],11.819,0.252,0.920
[91][57/88],12.017,0.128,0.980
[91][58/88],12.017,0.198,0.900
[91][59/88],11.587,0.240,0.880
[91][60/88],11.356,0.435,0.760
[91][61/88],12.436,0.284,0.940
[91][62/88],11.800,0.068,0.980
[91][63/88],12.123,0.219,0.920
[91][64/88],12.477,0.364,0.880
[91][65/88],12.686,0.239,0.940
[91][66/88],11.936,0.280,0.880
[91][67/88],11.972,0.266,0.940
[91][68/88],11.942,0.150,0.960
[91][69/88],12.808,0.358,0.860
[91][70/88],12.402,0.149,0.940
[91][71/88],11.266,0.188,0.920
[91][72/88],11.670,0.146,0.960
[91][73/88],10.490,0.252,0.920
[91][74/88],12.654,0.194,0.940
[91][75/88],12.203,0.302,0.920
[91][76/88],11.725,0.156,0.940
[91][77/88],12.464,0.211,0.900
[91][78/88],11.728,0.075,0.980
[91][79/88],10.419,0.146,0.960
[91][80/88],12.663,0.278,0.880
[91][81/88],10.727,0.194,0.940
[91][82/88],12.689,0.177,0.960
[91][83/88],12.596,0.262,0.900
[91][84/88],13.062,0.276,0.860
[91][85/88],12.844,0.173,0.960
[91][86/88],12.636,0.085,0.980
[91][87/88],12.733,0.112,0.960
[91][88/88],0.726,0.263,0.750
[92][1/88],11.437,0.151,0.920
[92][2/88],9.879,0.454,0.860
[92][3/88],10.255,0.240,0.920
[92][4/88],9.186,0.195,0.940
[92][5/88],11.222,0.430,0.860
[92][6/88],10.463,0.402,0.880
[92][7/88],10.033,0.081,1.000
[92][8/88],11.888,0.152,0.920
[92][9/88],10.388,0.194,0.920
[92][10/88],10.292,0.351,0.840
[92][11/88],10.140,0.170,0.960
[92][12/88],10.396,0.237,0.940
[92][13/88],9.324,0.115,0.980
[92][14/88],11.555,0.369,0.880
[92][15/88],10.953,0.204,0.920
[92][16/88],11.077,0.139,0.960
[92][17/88],10.326,0.147,0.960
[92][18/88],11.734,0.163,0.940
[92][19/88],11.592,0.348,0.860
[92][20/88],12.488,0.430,0.860
[92][21/88],11.359,0.154,0.940
[92][22/88],11.097,0.335,0.920
[92][23/88],11.048,0.159,0.940
[92][24/88],10.744,0.116,0.960
[92][25/88],11.283,0.286,0.860
[92][26/88],9.855,0.154,0.960
[92][27/88],10.065,0.102,0.980
[92][28/88],11.515,0.100,0.980
[92][29/88],11.155,0.274,0.860
