Epoch,Time,Loss,ACC
[75][65/88],10.902,0.215,0.880
[75][66/88],12.196,0.221,0.920
[75][67/88],11.190,0.277,0.920
[75][68/88],12.830,0.246,0.900
[75][69/88],12.397,0.219,0.920
[75][70/88],12.087,0.160,0.960
[75][71/88],12.008,0.227,0.900
[75][72/88],11.984,0.259,0.920
[75][73/88],12.140,0.213,0.920
[75][74/88],12.025,0.192,0.900
[75][75/88],11.906,0.302,0.900
[75][76/88],13.004,0.325,0.880
[75][77/88],10.907,0.306,0.900
[75][78/88],11.999,0.365,0.860
[75][79/88],12.551,0.242,0.920
[75][80/88],12.223,0.191,0.920
[75][81/88],12.427,0.312,0.860
[75][82/88],12.588,0.382,0.900
[75][83/88],11.810,0.363,0.880
[75][84/88],11.810,0.299,0.920
[75][85/88],11.507,0.299,0.900
[75][86/88],12.064,0.224,0.940
[75][87/88],12.827,0.150,0.920
[75][88/88],0.593,0.116,1.000
[76][1/88],10.810,0.208,0.920
[76][2/88],9.932,0.246,0.900
[76][3/88],9.948,0.201,0.920
[76][4/88],10.572,0.307,0.900
[76][5/88],10.408,0.296,0.860
[76][6/88],10.310,0.231,0.940
[76][7/88],10.291,0.109,0.940
[76][8/88],10.910,0.110,0.960
[76][9/88],11.607,0.404,0.860
[76][10/88],10.291,0.192,0.920
[76][11/88],10.480,0.302,0.900
[76][12/88],10.829,0.229,0.920
[76][13/88],10.355,0.159,0.940
[76][14/88],11.346,0.300,0.920
[76][15/88],10.813,0.173,0.940
[76][16/88],10.683,0.275,0.900
[76][17/88],10.506,0.269,0.900
[76][18/88],10.832,0.180,0.960
[76][19/88],10.301,0.101,0.980
[76][20/88],11.019,0.155,0.940
[76][21/88],9.467,0.127,0.960
[76][22/88],11.761,0.141,0.960
[76][23/88],11.351,0.271,0.900
[76][24/88],9.923,0.255,0.900
[76][25/88],9.972,0.391,0.880
[76][26/88],10.791,0.298,0.840
[76][27/88],11.030,0.151,0.940
[76][28/88],11.105,0.342,0.880
[76][29/88],11.622,0.184,0.960
[76][30/88],10.806,0.262,0.900
[76][31/88],11.064,0.209,0.900
[76][32/88],11.655,0.339,0.840
[76][33/88],11.313,0.230,0.940
[76][34/88],11.864,0.265,0.920
[76][35/88],11.398,0.398,0.880
[76][36/88],10.688,0.131,0.960
[76][37/88],11.941,0.287,0.880
[76][38/88],11.923,0.257,0.920
[76][39/88],11.268,0.188,0.920
[76][40/88],12.435,0.238,0.920
[76][41/88],11.880,0.163,0.920
[76][42/88],11.182,0.190,0.920
[76][43/88],11.716,0.280,0.940
[76][44/88],10.265,0.283,0.960
[76][45/88],10.995,0.339,0.880
[76][46/88],11.310,0.228,0.880
[76][47/88],12.214,0.177,0.940
[76][48/88],12.597,0.238,0.900
[76][49/88],11.760,0.181,0.940
[76][50/88],10.760,0.164,0.960
[76][51/88],10.324,0.215,0.920
[76][52/88],13.026,0.139,0.940
[76][53/88],12.149,0.258,0.940
[76][54/88],10.989,0.177,0.920
[76][55/88],12.649,0.342,0.880
[76][56/88],12.242,0.167,0.960
[76][57/88],12.209,0.190,0.920
[76][58/88],12.303,0.196,0.940
[76][59/88],11.463,0.187,0.940
[76][60/88],11.215,0.298,0.920
[76][61/88],10.929,0.106,0.980
[76][62/88],12.039,0.237,0.920
[76][63/88],10.223,0.310,0.880
[76][64/88],11.722,0.150,0.980
[76][65/88],10.934,0.240,0.940
[76][66/88],12.193,0.240,0.920
[76][67/88],11.806,0.293,0.900
[76][68/88],13.447,0.214,0.940
[76][69/88],12.098,0.359,0.880
[76][70/88],11.298,0.176,0.920
[76][71/88],11.304,0.135,0.940
[76][72/88],11.533,0.191,0.960
[76][73/88],11.658,0.301,0.920
[76][74/88],12.026,0.180,0.940
[76][75/88],10.664,0.509,0.820
[76][76/88],11.881,0.249,0.920
[76][77/88],11.379,0.318,0.900
[76][78/88],12.419,0.236,0.960
[76][79/88],11.394,0.189,0.940
[76][80/88],13.377,0.235,0.880
[76][81/88],11.714,0.231,0.920
[76][82/88],12.012,0.192,0.920
[76][83/88],11.892,0.252,0.920
[76][84/88],12.028,0.096,0.960
[76][85/88],11.946,0.165,0.960
[76][86/88],11.793,0.294,0.860
[76][87/88],12.118,0.280,0.860
[76][88/88],0.552,0.820,0.500
[77][1/88],10.414,0.124,0.980
[77][2/88],10.793,0.161,0.940
[77][3/88],9.903,0.309,0.880
[77][4/88],9.977,0.213,0.920
[77][5/88],8.856,0.213,0.940
[77][6/88],10.923,0.229,0.960
[77][7/88],10.307,0.329,0.900
[77][8/88],10.173,0.346,0.880
[77][9/88],9.949,0.222,0.940
[77][10/88],9.679,0.218,0.880
[77][11/88],10.098,0.174,0.920
[77][12/88],10.723,0.252,0.920
[77][13/88],11.405,0.232,0.900
[77][14/88],10.796,0.144,0.920
[77][15/88],10.531,0.144,0.940
[77][16/88],11.018,0.192,0.940
[77][17/88],11.413,0.315,0.900
[77][18/88],10.219,0.290,0.860
[77][19/88],12.054,0.301,0.900
[77][20/88],11.717,0.236,0.900
[77][21/88],10.994,0.177,0.960
[77][22/88],11.044,0.133,0.960
[77][23/88],11.069,0.217,0.940
[77][24/88],11.188,0.304,0.920
[77][25/88],12.577,0.201,0.940
[77][26/88],10.591,0.219,0.940
[77][27/88],11.193,0.405,0.840
[77][28/88],10.269,0.138,0.960
[77][29/88],10.992,0.172,0.920
[77][30/88],11.579,0.146,0.940
[77][31/88],10.677,0.330,0.900
[77][32/88],12.100,0.191,0.940
[77][33/88],9.726,0.188,0.900
[77][34/88],10.804,0.260,0.900
[77][35/88],12.140,0.250,0.900
[77][36/88],10.493,0.353,0.880
[77][37/88],13.219,0.213,0.920
[77][38/88],11.698,0.218,0.920
[77][39/88],12.702,0.193,0.900
[77][40/88],11.726,0.259,0.920
[77][41/88],11.177,0.236,0.920
[77][42/88],10.731,0.224,0.900
[77][43/88],10.498,0.220,0.920
[77][44/88],11.805,0.175,0.980
[77][45/88],11.430,0.225,0.940
[77][46/88],11.216,0.146,0.960
[77][47/88],10.577,0.255,0.900
[77][48/88],11.540,0.366,0.880
[77][49/88],11.646,0.316,0.920
[77][50/88],11.579,0.133,0.960
[77][51/88],12.862,0.179,0.940
[77][52/88],11.062,0.360,0.880
[77][53/88],10.732,0.354,0.880
[77][54/88],9.541,0.238,0.940
[77][55/88],11.710,0.154,0.960
[77][56/88],11.841,0.172,0.940
[77][57/88],11.256,0.313,0.920
[77][58/88],11.604,0.259,0.880
[77][59/88],11.555,0.295,0.880
[77][60/88],10.914,0.182,0.940
[77][61/88],12.231,0.117,0.980
[77][62/88],13.552,0.261,0.880
[77][63/88],10.517,0.381,0.800
[77][64/88],12.499,0.224,0.900
[77][65/88],11.525,0.287,0.960
[77][66/88],12.376,0.263,0.900
[77][67/88],12.102,0.185,0.940
[77][68/88],11.325,0.243,0.920
[77][69/88],11.312,0.339,0.920
[77][70/88],11.499,0.170,0.980
[77][71/88],10.740,0.189,0.900
[77][72/88],11.731,0.181,0.960
[77][73/88],11.221,0.114,0.960
[77][74/88],11.982,0.259,0.900
[77][75/88],12.647,0.178,0.920
[77][76/88],11.333,0.254,0.920
[77][77/88],11.817,0.179,0.940
[77][78/88],12.182,0.160,0.920
[77][79/88],11.522,0.190,0.940
[77][80/88],12.949,0.311,0.880
[77][81/88],12.072,0.387,0.860
[77][82/88],11.160,0.399,0.840
[77][83/88],10.659,0.136,0.940
[77][84/88],11.397,0.191,0.940
[77][85/88],10.249,0.187,0.960
[77][86/88],12.036,0.140,0.940
[77][87/88],12.456,0.325,0.880
[77][88/88],0.903,0.051,1.000
[78][1/88],9.101,0.261,0.900
[78][2/88],10.344,0.151,0.920
[78][3/88],10.217,0.295,0.840
[78][4/88],9.962,0.299,0.880
[78][5/88],9.914,0.181,0.960
[78][6/88],10.278,0.283,0.920
[78][7/88],9.150,0.155,0.960
[78][8/88],10.455,0.308,0.880
[78][9/88],9.931,0.194,0.940
[78][10/88],10.316,0.118,0.980
[78][11/88],11.713,0.104,0.940
[78][12/88],10.713,0.168,0.960
[78][13/88],11.272,0.238,0.920
[78][14/88],11.510,0.216,0.940
[78][15/88],11.396,0.351,0.840
[78][16/88],11.608,0.127,0.960
[78][17/88],10.706,0.316,0.900
[78][18/88],10.442,0.202,0.940
[78][19/88],10.361,0.234,0.940
[78][20/88],12.210,0.118,0.960
[78][21/88],10.800,0.329,0.860
[78][22/88],10.795,0.354,0.900
[78][23/88],10.686,0.189,0.940
[78][24/88],11.971,0.133,0.940
[78][25/88],10.942,0.210,0.940
[78][26/88],10.888,0.213,0.920
[78][27/88],12.147,0.263,0.920
[78][28/88],11.915,0.211,0.940
[78][29/88],11.381,0.310,0.900
[78][30/88],10.810,0.343,0.900
[78][31/88],11.277,0.256,0.920
[78][32/88],10.725,0.400,0.860
[78][33/88],11.401,0.221,0.920
[78][34/88],10.385,0.318,0.900
[78][35/88],10.865,0.270,0.920
[78][36/88],12.504,0.173,0.940
[78][37/88],12.244,0.194,0.920
[78][38/88],12.334,0.147,0.960
[78][39/88],11.668,0.267,0.920
[78][40/88],11.407,0.268,0.900
[78][41/88],10.502,0.246,0.900
[78][42/88],11.500,0.284,0.900
[78][43/88],10.849,0.185,0.920
[78][44/88],10.556,0.245,0.920
[78][45/88],12.011,0.232,0.940
[78][46/88],11.592,0.136,0.960
[78][47/88],11.233,0.213,0.920
[78][48/88],11.180,0.184,0.920
[78][49/88],11.826,0.214,0.880
[78][50/88],11.590,0.196,0.900
[78][51/88],12.264,0.205,0.900
[78][52/88],11.929,0.268,0.920
[78][53/88],11.966,0.142,0.960
[78][54/88],12.069,0.502,0.860
[78][55/88],11.324,0.200,0.940
[78][56/88],12.377,0.214,0.900
[78][57/88],10.537,0.167,0.960
[78][58/88],11.994,0.153,0.980
[78][59/88],11.882,0.349,0.900
[78][60/88],12.489,0.201,0.900
[78][61/88],12.398,0.069,1.000
[78][62/88],11.712,0.155,0.940
[78][63/88],11.283,0.194,0.940
[78][64/88],11.211,0.219,0.920
[78][65/88],11.377,0.222,0.960
[78][66/88],12.137,0.164,0.940
[78][67/88],11.248,0.276,0.860
[78][68/88],12.737,0.335,0.860
[78][69/88],11.870,0.285,0.820
[78][70/88],10.837,0.337,0.880
[78][71/88],12.189,0.118,0.980
[78][72/88],11.381,0.301,0.880
[78][73/88],11.585,0.132,0.960
[78][74/88],12.176,0.250,0.940
[78][75/88],11.810,0.212,0.920
[78][76/88],11.607,0.228,0.940
[78][77/88],11.462,0.278,0.920
[78][78/88],10.788,0.315,0.880
[78][79/88],11.431,0.193,0.920
[78][80/88],12.208,0.288,0.920
[78][81/88],11.981,0.343,0.860
[78][82/88],12.365,0.428,0.880
[78][83/88],11.616,0.238,0.920
[78][84/88],11.487,0.122,0.980
[78][85/88],12.659,0.118,0.960
[78][86/88],13.005,0.107,0.960
[78][87/88],11.835,0.402,0.820
[78][88/88],0.917,0.128,1.000
[79][1/88],10.186,0.415,0.880
[79][2/88],11.176,0.100,0.980
[79][3/88],9.900,0.220,0.920
[79][4/88],9.653,0.260,0.920
[79][5/88],9.332,0.192,0.940
[79][6/88],10.677,0.317,0.880
[79][7/88],9.978,0.319,0.920
[79][8/88],9.866,0.147,0.960
[79][9/88],10.994,0.362,0.880
[79][10/88],10.247,0.218,0.940
[79][11/88],10.470,0.131,0.940
[79][12/88],10.515,0.172,0.940
[79][13/88],10.454,0.176,0.960
[79][14/88],11.544,0.126,0.960
[79][15/88],11.999,0.237,0.900
[79][16/88],9.775,0.193,0.920
[79][17/88],9.570,0.151,0.940
[79][18/88],10.687,0.216,0.920
[79][19/88],11.459,0.164,0.980
[79][20/88],11.599,0.114,0.960
[79][21/88],11.532,0.232,0.940
[79][22/88],12.107,0.203,0.960
[79][23/88],10.998,0.234,0.920
[79][24/88],10.939,0.228,0.880
[79][25/88],11.333,0.206,0.940
[79][26/88],11.436,0.319,0.880
[79][27/88],11.797,0.234,0.920
[79][28/88],12.030,0.296,0.880
[79][29/88],10.947,0.095,0.980
[79][30/88],11.810,0.287,0.900
[79][31/88],10.543,0.417,0.880
[79][32/88],11.334,0.142,0.960
[79][33/88],11.433,0.400,0.880
[79][34/88],11.590,0.241,0.920
[79][35/88],11.055,0.288,0.880
[79][36/88],11.700,0.195,0.920
[79][37/88],11.987,0.161,0.940
[79][38/88],11.742,0.240,0.920
[79][39/88],11.332,0.250,0.940
[79][40/88],11.978,0.279,0.880
[79][41/88],12.134,0.331,0.840
[79][42/88],10.905,0.110,0.980
[79][43/88],12.991,0.147,0.940
[79][44/88],11.806,0.096,0.980
[79][45/88],11.447,0.216,0.940
[79][46/88],11.009,0.204,0.940
[79][47/88],11.859,0.109,0.980
[79][48/88],11.309,0.206,0.900
[79][49/88],11.409,0.149,0.940
[79][50/88],10.985,0.406,0.820
[79][51/88],10.895,0.297,0.920
[79][52/88],11.854,0.306,0.900
[79][53/88],12.082,0.281,0.880
[79][54/88],12.336,0.308,0.860
[79][55/88],11.989,0.211,0.920
[79][56/88],12.638,0.237,0.900
[79][57/88],10.384,0.235,0.920
[79][58/88],12.546,0.185,0.940
[79][59/88],11.957,0.227,0.920
[79][60/88],12.679,0.110,1.000
[79][61/88],11.054,0.476,0.840
[79][62/88],11.821,0.120,0.960
[79][63/88],11.976,0.324,0.860
[79][64/88],11.442,0.198,0.880
[79][65/88],11.376,0.144,0.940
[79][66/88],11.642,0.282,0.860
[79][67/88],11.220,0.225,0.900
[79][68/88],12.131,0.392,0.880
[79][69/88],11.083,0.110,0.980
[79][70/88],12.513,0.103,1.000
[79][71/88],12.563,0.381,0.860
[79][72/88],10.871,0.264,0.900
[79][73/88],11.687,0.338,0.920
[79][74/88],11.938,0.155,0.940
[79][75/88],12.158,0.366,0.940
[79][76/88],12.237,0.251,0.900
[79][77/88],11.666,0.242,0.920
[79][78/88],12.815,0.271,0.880
[79][79/88],11.761,0.340,0.840
[79][80/88],11.463,0.137,0.940
[79][81/88],11.124,0.222,0.900
[79][82/88],11.588,0.227,0.880
[79][83/88],12.578,0.227,0.940
[79][84/88],12.305,0.268,0.920
[79][85/88],12.218,0.165,0.960
[79][86/88],11.731,0.250,0.880
[79][87/88],12.179,0.240,0.940
[79][88/88],0.901,0.010,1.000
[80][1/88],9.791,0.476,0.780
[80][2/88],10.294,0.109,0.960
[80][3/88],9.192,0.198,0.920
[80][4/88],9.747,0.400,0.860
[80][5/88],9.737,0.257,0.860
[80][6/88],10.552,0.168,0.940
[80][7/88],9.073,0.229,0.920
[80][8/88],9.055,0.244,0.900
[80][9/88],9.626,0.288,0.900
[80][10/88],9.818,0.246,0.920
[80][11/88],10.034,0.088,0.980
[80][12/88],10.897,0.199,0.960
[80][13/88],10.302,0.198,0.940
[80][14/88],11.055,0.254,0.920
[80][15/88],10.949,0.146,0.940
[80][16/88],11.218,0.211,0.900
[80][17/88],10.842,0.113,1.000
[80][18/88],11.553,0.100,0.980
[80][19/88],10.533,0.237,0.960
[80][20/88],10.388,0.145,0.960
[80][21/88],9.569,0.199,0.920
[80][22/88],10.461,0.211,0.880
[80][23/88],11.192,0.312,0.880
[80][24/88],10.856,0.230,0.940
[80][25/88],11.215,0.274,0.900
[80][26/88],11.051,0.290,0.880
[80][27/88],11.583,0.155,0.960
[80][28/88],10.801,0.272,0.900
[80][29/88],11.378,0.154,0.960
[80][30/88],11.210,0.272,0.880
[80][31/88],11.444,0.269,0.900
[80][32/88],12.223,0.212,0.920
[80][33/88],10.343,0.314,0.880
[80][34/88],11.252,0.244,0.920
[80][35/88],10.979,0.334,0.900
[80][36/88],11.224,0.165,0.960
[80][37/88],9.996,0.175,0.940
[80][38/88],10.199,0.213,0.900
[80][39/88],11.134,0.157,0.960
[80][40/88],11.823,0.171,0.920
[80][41/88],12.055,0.196,0.920
[80][42/88],12.126,0.267,0.900
[80][43/88],9.999,0.261,0.920
[80][44/88],12.969,0.312,0.860
[80][45/88],11.819,0.300,0.920
[80][46/88],11.451,0.236,0.940
[80][47/88],11.174,0.153,0.960
[80][48/88],12.802,0.253,0.900
[80][49/88],11.756,0.237,0.960
[80][50/88],10.540,0.282,0.920
[80][51/88],12.292,0.311,0.880
[80][52/88],12.004,0.131,0.980
[80][53/88],12.512,0.312,0.900
[80][54/88],10.779,0.105,0.940
[80][55/88],11.583,0.281,0.900
[80][56/88],12.329,0.263,0.920
[80][57/88],11.324,0.406,0.840
[80][58/88],11.729,0.246,0.900
[80][59/88],12.175,0.115,1.000
[80][60/88],12.275,0.161,0.960
[80][61/88],11.521,0.187,0.920
[80][62/88],11.075,0.132,0.980
[80][63/88],11.423,0.485,0.860
[80][64/88],11.634,0.230,0.940
[80][65/88],11.901,0.316,0.880
[80][66/88],11.409,0.140,0.960
[80][67/88],12.019,0.345,0.900
[80][68/88],11.708,0.164,0.940
[80][69/88],12.072,0.143,0.940
[80][70/88],11.441,0.268,0.880
[80][71/88],11.788,0.205,0.940
[80][72/88],11.052,0.462,0.780
[80][73/88],12.954,0.141,0.980
[80][74/88],12.213,0.130,0.960
[80][75/88],10.833,0.115,0.980
[80][76/88],12.100,0.395,0.880
[80][77/88],11.970,0.259,0.920
[80][78/88],12.239,0.327,0.880
[80][79/88],11.611,0.282,0.900
[80][80/88],11.540,0.262,0.900
[80][81/88],12.230,0.177,0.940
[80][82/88],12.373,0.204,0.920
[80][83/88],12.867,0.223,0.920
[80][84/88],13.043,0.163,0.940
[80][85/88],11.726,0.266,0.880
[80][86/88],11.504,0.226,0.900
[80][87/88],12.201,0.138,0.940
[80][88/88],0.939,1.548,0.500
[81][1/88],10.608,0.328,0.900
[81][2/88],9.465,0.160,0.940
[81][3/88],9.234,0.205,0.920
[81][4/88],10.864,0.206,0.960
[81][5/88],10.505,0.170,0.940
[81][6/88],10.961,0.266,0.900
[81][7/88],10.473,0.207,0.920
[81][8/88],11.011,0.414,0.860
[81][9/88],9.071,0.250,0.920
[81][10/88],9.917,0.162,0.960
[81][11/88],11.741,0.440,0.880
[81][12/88],10.316,0.305,0.840
[81][13/88],11.955,0.141,0.960
[81][14/88],11.074,0.192,0.940
[81][15/88],10.013,0.213,0.920
[81][16/88],10.623,0.304,0.900
[81][17/88],12.624,0.241,0.900
[81][18/88],10.517,0.132,0.980
[81][19/88],11.628,0.188,0.940
[81][20/88],12.103,0.250,0.860
[81][21/88],11.684,0.215,0.920
[81][22/88],11.815,0.200,0.920
[81][23/88],10.127,0.114,0.980
[81][24/88],11.298,0.140,0.940
[81][25/88],10.116,0.247,0.860
[81][26/88],11.169,0.193,0.980
[81][27/88],11.170,0.289,0.860
[81][28/88],11.111,0.145,0.940
[81][29/88],11.272,0.259,0.860
[81][30/88],10.806,0.236,0.940
[81][31/88],11.616,0.171,0.960
[81][32/88],12.077,0.164,0.960
[81][33/88],11.140,0.174,0.960
[81][34/88],11.043,0.273,0.880
[81][35/88],11.486,0.263,0.920
[81][36/88],11.092,0.253,0.960
[81][37/88],12.042,0.379,0.880
[81][38/88],11.399,0.231,0.920
[81][39/88],11.367,0.210,0.920
[81][40/88],10.822,0.227,0.920
[81][41/88],12.402,0.263,0.860
[81][42/88],11.928,0.178,0.940
[81][43/88],11.744,0.324,0.880
[81][44/88],11.636,0.176,0.960
[81][45/88],10.382,0.223,0.920
[81][46/88],11.666,0.228,0.960
[81][47/88],10.768,0.174,0.920
[81][48/88],11.774,0.289,0.940
[81][49/88],11.702,0.284,0.900
[81][50/88],11.842,0.269,0.880
[81][51/88],11.743,0.300,0.900
[81][52/88],12.025,0.249,0.920
[81][53/88],11.775,0.282,0.900
[81][54/88],10.924,0.202,0.940
[81][55/88],11.069,0.106,0.940
[81][56/88],12.064,0.287,0.880
[81][57/88],12.200,0.288,0.880
[81][58/88],11.589,0.285,0.840
[81][59/88],11.204,0.350,0.920
[81][60/88],10.733,0.107,0.980
[81][61/88],11.520,0.118,0.980
[81][62/88],11.573,0.200,0.940
[81][63/88],12.300,0.371,0.860
[81][64/88],12.110,0.239,0.900
[81][65/88],12.117,0.250,0.920
[81][66/88],13.219,0.223,0.900
[81][67/88],11.535,0.218,0.920
[81][68/88],12.159,0.240,0.900
[81][69/88],11.477,0.199,0.920
[81][70/88],11.683,0.166,0.920
[81][71/88],10.564,0.144,0.960
[81][72/88],11.327,0.128,0.960
[81][73/88],12.191,0.318,0.900
[81][74/88],11.988,0.273,0.920
[81][75/88],11.567,0.272,0.940
[81][76/88],13.031,0.254,0.880
[81][77/88],11.570,0.147,0.940
[81][78/88],11.562,0.171,0.960
[81][79/88],11.611,0.268,0.900
[81][80/88],11.642,0.215,0.940
[81][81/88],11.399,0.324,0.880
[81][82/88],12.889,0.116,0.980
[81][83/88],12.168,0.395,0.880
[81][84/88],12.360,0.177,0.940
[81][85/88],11.957,0.342,0.860
[81][86/88],13.385,0.161,0.940
[81][87/88],11.222,0.312,0.920
[81][88/88],0.999,0.034,1.000
[82][1/88],10.585,0.257,0.920
[82][2/88],10.301,0.278,0.900
[82][3/88],9.333,0.256,0.920
[82][4/88],9.577,0.223,0.960
[82][5/88],9.362,0.229,0.900
[82][6/88],11.158,0.301,0.900
[82][7/88],10.364,0.187,0.960
[82][8/88],10.492,0.287,0.860
[82][9/88],10.393,0.308,0.900
[82][10/88],11.224,0.392,0.840
[82][11/88],10.655,0.253,0.940
[82][12/88],11.217,0.317,0.880
[82][13/88],10.073,0.221,0.900
[82][14/88],10.027,0.169,0.940
[82][15/88],11.017,0.131,1.000
[82][16/88],12.800,0.177,0.960
[82][17/88],9.767,0.285,0.900
[82][18/88],11.423,0.114,0.980
[82][19/88],10.644,0.284,0.880
[82][20/88],12.183,0.359,0.860
[82][21/88],10.283,0.170,0.960
[82][22/88],11.131,0.433,0.880
[82][23/88],11.249,0.191,0.980
[82][24/88],11.951,0.189,0.940
[82][25/88],11.683,0.128,0.920
[82][26/88],11.966,0.187,0.920
[82][27/88],11.114,0.250,0.940
[82][28/88],11.089,0.268,0.920
[82][29/88],11.614,0.197,0.940
[82][30/88],11.764,0.162,0.960
[82][31/88],10.438,0.274,0.900
[82][32/88],10.457,0.256,0.900
[82][33/88],11.748,0.122,0.940
[82][34/88],12.041,0.307,0.860
[82][35/88],11.498,0.148,0.920
[82][36/88],12.068,0.305,0.860
[82][37/88],11.138,0.295,0.860
[82][38/88],10.747,0.178,0.940
[82][39/88],12.233,0.273,0.900
[82][40/88],11.890,0.219,0.920
[82][41/88],11.647,0.277,0.880
[82][42/88],11.199,0.142,0.940
[82][43/88],11.887,0.156,0.960
[82][44/88],10.773,0.250,0.880
[82][45/88],11.374,0.330,0.840
[82][46/88],11.587,0.216,0.940
[82][47/88],12.038,0.332,0.920
[82][48/88],12.548,0.289,0.900
[82][49/88],11.074,0.225,0.900
[82][50/88],12.368,0.095,1.000
[82][51/88],12.393,0.211,0.940
[82][52/88],11.556,0.425,0.860
[82][53/88],11.441,0.298,0.960
[82][54/88],12.037,0.254,0.840
[82][55/88],11.714,0.206,0.940
[82][56/88],12.116,0.260,0.900
[82][57/88],11.771,0.110,0.980
[82][58/88],11.109,0.261,0.900
[82][59/88],12.352,0.118,0.940
[82][60/88],11.353,0.311,0.880
[82][61/88],12.066,0.119,0.980
[82][62/88],12.119,0.172,0.900
[82][63/88],10.911,0.286,0.920
[82][64/88],12.472,0.180,0.960
[82][65/88],11.986,0.343,0.900
[82][66/88],11.086,0.381,0.840
[82][67/88],10.444,0.312,0.860
[82][68/88],12.672,0.258,0.920
[82][69/88],11.171,0.269,0.900
[82][70/88],11.465,0.119,0.980
[82][71/88],12.512,0.179,0.940
[82][72/88],11.807,0.235,0.920
[82][73/88],11.780,0.237,0.940
[82][74/88],12.416,0.222,0.900
[82][75/88],11.200,0.088,0.980
[82][76/88],11.634,0.138,0.960
[82][77/88],11.973,0.267,0.940
[82][78/88],11.360,0.124,0.980
[82][79/88],11.963,0.173,0.940
[82][80/88],11.150,0.324,0.920
[82][81/88],11.393,0.178,0.940
[82][82/88],11.171,0.318,0.880
[82][83/88],11.212,0.140,0.940
[82][84/88],11.627,0.227,0.900
[82][85/88],11.398,0.176,0.900
[82][86/88],11.064,0.193,0.940
[82][87/88],11.575,0.255,0.900
[82][88/88],1.010,0.074,1.000
[83][1/88],9.654,0.161,0.900
[83][2/88],10.249,0.174,0.920
[83][3/88],10.013,0.229,0.900
[83][4/88],9.929,0.221,0.900
[83][5/88],9.087,0.413,0.880
[83][6/88],10.473,0.113,0.980
[83][7/88],9.583,0.237,0.920
[83][8/88],10.703,0.275,0.900
[83][9/88],11.254,0.182,0.960
[83][10/88],9.982,0.395,0.860
[83][11/88],9.706,0.175,0.940
[83][12/88],10.759,0.351,0.880
[83][13/88],10.497,0.153,0.940
[83][14/88],10.426,0.357,0.860
[83][15/88],11.478,0.375,0.900
[83][16/88],9.899,0.108,0.960
[83][17/88],11.028,0.150,0.940
[83][18/88],11.315,0.167,0.940
[83][19/88],10.844,0.205,0.940
[83][20/88],11.034,0.145,0.940
[83][21/88],12.218,0.226,0.920
[83][22/88],10.259,0.194,0.960
[83][23/88],10.763,0.287,0.820
[83][24/88],11.368,0.187,0.920
[83][25/88],11.220,0.198,0.880
[83][26/88],10.774,0.155,0.940
[83][27/88],11.090,0.442,0.860
[83][28/88],11.112,0.099,0.980
[83][29/88],11.670,0.291,0.920
[83][30/88],11.212,0.207,0.920
[83][31/88],11.053,0.359,0.900
[83][32/88],11.177,0.150,0.960
[83][33/88],10.843,0.179,0.980
[83][34/88],11.194,0.169,0.940
[83][35/88],10.544,0.326,0.880
[83][36/88],11.734,0.252,0.920
[83][37/88],11.914,0.177,0.960
[83][38/88],12.300,0.289,0.960
[83][39/88],11.863,0.130,0.960
[83][40/88],11.007,0.217,0.940
[83][41/88],10.916,0.216,0.960
[83][42/88],13.139,0.146,0.960
[83][43/88],12.683,0.460,0.820
[83][44/88],12.675,0.192,0.920
[83][45/88],11.516,0.197,0.940
[83][46/88],12.226,0.149,0.960
[83][47/88],11.091,0.203,0.960
[83][48/88],10.950,0.227,0.920
[83][49/88],11.583,0.236,0.900
[83][50/88],11.499,0.270,0.880
[83][51/88],11.548,0.155,0.960
[83][52/88],10.894,0.130,0.940
[83][53/88],12.456,0.168,0.960
[83][54/88],10.294,0.436,0.940
[83][55/88],11.241,0.206,0.900
[83][56/88],11.359,0.161,0.940
[83][57/88],12.836,0.169,0.960
[83][58/88],11.826,0.269,0.880
[83][59/88],10.408,0.228,0.900
[83][60/88],12.745,0.185,0.940
[83][61/88],10.731,0.221,0.920
[83][62/88],11.240,0.205,0.920
[83][63/88],11.944,0.241,0.880
[83][64/88],10.320,0.144,0.920
[83][65/88],10.487,0.405,0.840
[83][66/88],12.413,0.207,0.920
[83][67/88],10.829,0.186,0.940
[83][68/88],12.129,0.193,0.940
[83][69/88],10.646,0.286,0.840
[83][70/88],11.614,0.218,0.960
[83][71/88],11.990,0.233,0.920
[83][72/88],11.724,0.185,0.920
[83][73/88],11.119,0.240,0.920
[83][74/88],11.827,0.126,0.960
[83][75/88],12.536,0.316,0.840
[83][76/88],12.211,0.215,0.920
[83][77/88],11.279,0.283,0.920
[83][78/88],12.609,0.202,0.920
[83][79/88],12.222,0.194,0.920
[83][80/88],11.712,0.174,0.960
[83][81/88],12.008,0.389,0.840
[83][82/88],11.940,0.285,0.860
[83][83/88],12.397,0.279,0.900
[83][84/88],12.237,0.364,0.940
[83][85/88],13.097,0.469,0.880
[83][86/88],12.539,0.197,0.920
[83][87/88],12.393,0.278,0.900
[83][88/88],1.286,0.074,1.000
[84][1/88],10.220,0.154,0.980
[84][2/88],9.814,0.151,0.920
[84][3/88],10.514,0.184,0.960
[84][4/88],9.833,0.365,0.880
[84][5/88],10.933,0.087,1.000
[84][6/88],11.401,0.149,0.940
[84][7/88],10.191,0.219,0.920
[84][8/88],10.569,0.181,0.960
